Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2022-01-03 00:00:00+01:00,14.4124747784588,16.624289827380004,14.25193951342436,16.37010955810547,25331076,0.0,0.0
2022-01-10 00:00:00+01:00,16.33889431434613,16.45929576133611,15.57189325993142,15.75472640991211,18968388,0.0,0.0
2022-01-17 00:00:00+01:00,15.821616593224354,16.089175958816803,15.384604833955846,15.661081314086914,16451615,0.0,0.0
2022-01-24 00:00:00+01:00,15.696755275388963,16.098091738872853,15.215149477900288,15.9375581741333,19400666,0.0,0.0
2022-01-31 00:00:00+01:00,15.81269534575529,15.843910345110322,14.604224081896566,14.956509590148926,18998283,0.0,0.0
2022-02-07 00:00:00+01:00,15.018941368381359,15.389062847912024,14.880702282651304,15.2864990234375,10947716,0.0,0.0
2022-02-14 00:00:00+01:00,15.197312139039617,16.32551575096923,15.023397816468588,16.214033126831055,18548564,0.0,0.0
2022-02-21 00:00:00+01:00,16.23633023449442,16.32997523583275,15.429195377455136,15.999987602233887,16973744,0.0,0.0
2022-02-28 00:00:00+01:00,15.741348065566847,16.10255242324781,15.39798133813705,15.540678977966309,16582757,0.0,0.0
2022-03-07 00:00:00+01:00,15.295416537578259,16.2407887662564,14.787056015563504,15.986608505249023,21031940,0.0,0.0
2022-03-14 00:00:00+01:00,16.18727729930391,16.494970442306418,15.736888229163167,16.254167556762695,20872555,0.0,0.0
2022-03-21 00:00:00+01:00,16.24970794272878,16.98103544273104,16.138225309941173,16.94536018371582,13161655,0.0,0.0
2022-03-28 00:00:00+02:00,16.949819870559956,17.614257154750437,16.949819870559956,17.25751304626465,14151481,0.0,0.0
2022-04-04 00:00:00+02:00,17.22183711650546,18.024511754719853,16.76698775792963,17.98883819580078,16716479,0.0,0.0
2022-04-11 00:00:00+02:00,17.89073282695519,18.247476919504095,17.63655255469597,18.006675720214844,13028791,0.0,0.0
2022-04-18 00:00:00+02:00,18.006676052996557,18.550710166279185,17.261971151265925,17.516151428222656,14747317,0.0,0.0
2022-04-25 00:00:00+02:00,17.404668622433125,18.07802469781681,17.302104801240848,17.97991943359375,13387663,0.0,0.0
2022-05-02 00:00:00+02:00,17.855059923281875,18.702326961532385,16.557402069529548,18.363420486450195,15942392,0.0,0.0
2022-05-09 00:00:00+02:00,18.283153287065392,18.782595046894627,18.140455641399896,18.755840301513672,17467350,0.0,0.0
2022-05-16 00:00:00+02:00,18.782593597765622,19.059071753365323,16.722395008966185,17.039005279541016,24319348,0.0,0.0
2022-05-23 00:00:00+02:00,17.05238435228938,17.306564620338467,16.905226459687285,17.039005279541016,10097821,0.0,0.0
2022-05-30 00:00:00+02:00,17.047924383760886,17.71682019547518,16.65550503124996,17.569664001464844,18495302,0.0,0.0
2022-06-06 00:00:00+02:00,17.61425533012419,17.68114558776316,16.289841157155955,16.356731414794922,12250821,0.52,0.0
2022-06-13 00:00:00+02:00,16.79746580272554,17.45708928167753,16.72875618860305,16.751659393310547,13551826,0.0,0.0
2022-06-20 00:00:00+02:00,16.77456177451491,17.127276701382787,14.96060079125362,15.64312744140625,13172249,0.0,0.0
2022-06-27 00:00:00+02:00,15.643127678440319,16.037067329285577,15.226283076262444,15.519448280334473,8448001,0.0,0.0
2022-07-04 00:00:00+02:00,15.65686751296655,15.835514930150415,15.1804732355414,15.730158805847168,7969621,0.0,0.0
2022-07-11 00:00:00+02:00,15.588157227381608,15.601900547075596,14.956020438334136,15.033891677856445,8216808,0.0,0.0
2022-07-18 00:00:00+02:00,15.125506414453808,16.092036618085896,15.029311912479663,15.44615650177002,8132605,0.0,0.0
2022-07-25 00:00:00+02:00,15.382026824774485,15.86758102344656,15.102603202382687,15.244604110717773,12740403,0.0,0.0
2022-08-01 00:00:00+02:00,15.253765735383112,15.386606760303543,14.694920238225341,15.098021507263184,11382639,0.0,0.0
2022-08-08 00:00:00+02:00,15.152990693004753,15.789709152761668,15.084279338719224,15.57441520690918,8651416,0.0,0.0
2022-08-15 00:00:00+02:00,15.615640999557833,16.0324855540675,15.578994479538311,15.945452690124512,6768500,0.0,0.0
2022-08-22 00:00:00+02:00,15.867581196651571,15.904227720107354,15.41409182700196,15.48280143737793,6551040,0.0,0.0
2022-08-29 00:00:00+02:00,15.423251458475708,15.592739005585964,14.951438834806762,15.166732788085938,9752243,0.0,0.0
2022-09-05 00:00:00+02:00,14.997246671088986,15.207958930851905,14.401753792778434,15.130085945129395,9638229,0.0,0.0
2022-09-12 00:00:00+02:00,15.15757147164323,15.688933832270756,14.823179806950275,15.029312133789062,11130167,0.0,0.0
2022-09-19 00:00:00+02:00,14.992666094268754,15.056795765266514,13.540580749710443,13.568065643310547,10559032,0.0,0.0
2022-09-26 00:00:00+02:00,13.494772317654611,13.778776744749768,12.688568062167615,13.02295970916748,14439807,0.0,0.0
2022-10-03 00:00:00+02:00,12.926764583682044,13.339029223408158,12.858054101628086,13.192445755004883,11024408,0.0,0.0
2022-10-10 00:00:00+02:00,13.169542422055118,13.80626088913706,13.000055752542762,13.595548629760742,12558648,0.0,0.0
2022-10-17 00:00:00+02:00,13.609290768302825,14.071942643579693,13.558903545837866,13.934521675109863,7521972,0.0,0.0
2022-10-24 00:00:00+02:00,13.957424525937155,15.015568402780465,13.82916519159323,14.768211364746094,10774566,0.0,0.0
2022-10-31 00:00:00+01:00,14.768211690948608,15.111764984731755,14.736145109251959,15.04305362701416,8018055,0.0,0.0
2022-11-07 00:00:00+01:00,15.010988702747918,15.26292743386502,14.653692964822548,14.763629913330078,12617600,0.0,0.0
2022-11-14 00:00:00+01:00,14.836920979488731,15.203377468762762,14.653692734851715,14.887309074401855,9859564,0.0,0.0
2022-11-21 00:00:00+01:00,14.960601092497143,15.290412822422915,14.740727188347448,15.157571792602539,6282359,0.0,0.0
2022-11-28 00:00:00+01:00,15.11634470122174,15.414091583691608,14.928535639981444,15.340800285339355,10817511,0.0,0.0
2022-12-05 00:00:00+01:00,15.336218586116216,15.528609336289886,15.010988559106254,15.13924789428711,9481447,0.0,0.0
2022-12-12 00:00:00+01:00,15.111764958597288,15.171312937953646,14.067361759069083,14.268913269042969,16798320,0.0,0.0
2022-12-19 00:00:00+01:00,14.278074682415458,14.745306490023237,14.278074682415458,14.69950008392334,6456475,0.0,0.0
2022-12-26 00:00:00+01:00,14.699499902484792,14.722403105252043,14.26433206029758,14.328462600708008,4247061,0.0,0.0
2023-01-02 00:00:00+01:00,14.374269182003664,14.781953011114886,14.355946794306062,14.672015190124512,7909511,0.0,0.0
2023-01-09 00:00:00+01:00,14.662853890893942,15.72558035981696,14.653693133688648,15.175894737243652,10546668,0.0,0.0
2023-01-16 00:00:00+01:00,15.217120611072392,16.064551341853225,15.207958980522037,15.890483856201172,10276902,0.0,0.0
2023-01-23 00:00:00+01:00,15.959195537909265,16.0782932426941,15.666030343913611,16.046228408813477,6626274,0.0,0.0
2023-01-30 00:00:00+01:00,16.078293959217213,16.201973358583803,15.785128752156764,15.995841026306152,8078618,0.0,0.0
2023-02-06 00:00:00+01:00,15.968356945700515,16.069133135005405,14.868985736163587,14.928535461425781,12505686,0.0,0.0
2023-02-13 00:00:00+01:00,15.001827350371125,16.82494997593404,14.630790033059355,16.627979278564453,21324055,0.0,0.0
2023-02-20 00:00:00+01:00,16.673786009848815,16.797463648891387,16.275262959947945,16.7287540435791,10444423,0.0,0.0
2023-02-27 00:00:00+01:00,16.72875434982479,17.283019880874445,16.444750798383183,16.591333389282227,15067870,0.0,0.0
2023-03-06 00:00:00+01:00,16.60965555218638,16.875337600708008,16.307328728207995,16.875337600708008,10325671,0.0,0.0
2023-03-13 00:00:00+01:00,16.76539930857808,16.9303051620071,15.853838920593262,15.853838920593262,18283144,0.0,0.0
2023-03-20 00:00:00+01:00,15.922548777223422,16.50429921486114,15.601900443204684,16.023324966430664,10624186,0.0,0.0
2023-03-27 00:00:00+02:00,16.13326254421403,17.182243894943326,16.046227928512575,17.067726135253906,10445163,0.0,0.0
2023-04-03 00:00:00+02:00,17.104373852040396,17.21889161973017,16.774562121925065,16.9990177154541,6503164,0.0,0.0
