Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2022-01-03 00:00:00+01:00,14.412475049746167,14.45706742372177,14.251939781689956,14.376801490783691,1539521,0.0,0.0
2022-01-04 00:00:00+01:00,14.452608499187328,14.639900207519531,14.381259681986961,14.639900207519531,1921444,0.0,0.0
2022-01-05 00:00:00+01:00,14.622063598058403,15.607569735983143,14.586388336424337,15.384604454040527,7593876,0.0,0.0
2022-01-06 00:00:00+01:00,15.78594174663718,16.490511113047717,15.607568850763876,16.352272033691406,9738108,0.0,0.0
2022-01-07 00:00:00+01:00,16.31213981324636,16.624289827380004,16.160523363057166,16.37010955810547,4538127,0.0,0.0
2022-01-10 00:00:00+01:00,16.338894180204445,16.459295626205936,15.759184837341309,15.759184837341309,4188307,0.0,0.0
2022-01-11 00:00:00+01:00,15.759186198462029,16.227412950404148,15.745808825892,15.924180030822754,3754301,0.0,0.0
2022-01-12 00:00:00+01:00,15.933098846232808,16.05350030263337,15.857291466882511,15.924180030822754,3258110,0.0,0.0
2022-01-13 00:00:00+01:00,15.875126025477954,15.973231285425083,15.571893132086783,15.759184837341309,4606498,0.0,0.0
2022-01-14 00:00:00+01:00,15.75472640991211,16.080255492030222,15.714592594248781,15.75472640991211,3161172,0.0,0.0
2022-01-17 00:00:00+01:00,15.821615333989259,16.08917467828678,15.817156777074803,15.92863941192627,2524249,0.0,0.0
2022-01-18 00:00:00+01:00,15.933098780445475,16.031204048460882,15.701214684011845,15.7190523147583,3965568,0.0,0.0
2022-01-19 00:00:00+01:00,15.710133680666852,15.817157765290455,15.545139847083492,15.58081340789795,3629135,0.0,0.0
2022-01-20 00:00:00+01:00,15.589732063749398,15.772563526413018,15.527302057145738,15.607569694519043,2953535,0.0,0.0
2022-01-21 00:00:00+01:00,15.51838177623738,15.77256203688523,15.384602960279029,15.661079406738281,3379128,0.0,0.0
2022-01-24 00:00:00+01:00,15.696755095431545,16.098091554314266,15.215149303464301,15.513923645019531,7131601,0.0,0.0
2022-01-25 00:00:00+01:00,15.603108380340265,15.719049557676238,15.473788131746058,15.589729309082031,2888402,0.0,0.0
2022-01-26 00:00:00+01:00,15.59865087913422,15.794859714330025,15.576354691217213,15.607569694519043,2761926,0.0,0.0
2022-01-27 00:00:00+01:00,15.576353224932506,15.982149930746603,15.491627038387563,15.89742374420166,2961347,0.0,0.0
2022-01-28 00:00:00+01:00,15.817156724761132,16.017824105958077,15.625406457363605,15.9375581741333,3657390,0.0,0.0
2022-01-31 00:00:00+01:00,15.812697093348413,15.843912096153275,14.97434887360346,15.090290069580078,5642880,0.0,0.0
2022-02-01 00:00:00+01:00,15.161637753702308,15.406899200676563,15.139341567811911,15.340010643005371,3225089,0.0,0.0
2022-02-02 00:00:00+01:00,15.197312563457029,15.237444676221298,14.604224169955534,15.161637306213379,4918603,0.0,0.0
2022-02-03 00:00:00+01:00,15.161638062264696,15.3489280688636,15.067993058965245,15.085830688476562,2798597,0.0,0.0
2022-02-04 00:00:00+01:00,15.192853182892682,15.259743443541387,14.858405281829139,14.956510543823242,2413114,0.0,0.0
2022-02-07 00:00:00+01:00,15.018940428354108,15.103666616897902,14.880701351276363,15.085830688476562,2335714,0.0,0.0
2022-02-08 00:00:00+01:00,15.108126838126939,15.375684475786967,15.072451579190949,15.183934211730957,2628335,0.0,0.0
2022-02-09 00:00:00+01:00,15.20623005891807,15.371225576182619,15.148260316074788,15.224067687988281,1916745,0.0,0.0
2022-02-10 00:00:00+01:00,15.250823508532095,15.389060875453803,15.192852066967259,15.295415878295898,2144368,0.0,0.0
2022-02-11 00:00:00+01:00,15.326632841804932,15.384604290800127,15.15272019590943,15.2864990234375,1922554,0.0,0.0
2022-02-14 00:00:00+01:00,15.197312883926129,15.51838170043997,15.023398552830802,15.34446907043457,3441544,0.0,0.0
2022-02-15 00:00:00+01:00,15.340011737433603,15.505005566101906,15.206231210366806,15.424737930297852,2356488,0.0,0.0
